Metroid Prime: Hunters,1,9647,1,2006,100000336,7,,1,1,"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath."
Midnight Club 3: DUB Edition,3,9650,5,2005,100000337,15,785,3,6,"Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death."
Midnight Club: Los Angeles,3,9650,2,2008,100000338,7,,1,5,"Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time."
Mirror's Edge,1,9637,2,2008,100000339,7,,1,1,"At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria."
MLB 06: The Show,6,9652,5,2006,100000340,18,295,9,3,"In 1943, the staff at Berlin's Charité hospital struggle against the effects of World War II and the Nazi regime, including eugenic medical practices."
MLB 07: The Show,6,9652,4,2007,100000341,18,278,1,4,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West – and right at home."
MLB 08: The Show,6,9652,4,2008,100000342,13,,7,2,"After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy."
MLB Power Pros 2008,6,9627,3,2008,100000343,16,,7,5,Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.
Monster 4x4: World Circuit,3,9656,3,2006,100000344,12,949,1,6,Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.
Monster House,1,9655,1,2006,100000345,18,,1,4,Couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.
Monster Hunter Freedom,7,9633,5,2006,100000346,7,,1,3,"When a former shop owner grows bored of retirement, he buys a fish pond and manages the new hijinks in his life with a staff of quirky employees."
Monster Hunter Freedom 2,7,9633,5,2007,100000347,7,679,1,3,This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.
Monster Jam,6,9628,2,2007,100000348,4,333,1,3,"Follow the Great White Sharks, a world-champion cheerleading squad, as they juggle the pressures of training, school, work and relationships."
Mortal Kombat vs. DC Universe,1,9644,4,2008,100000349,9,44,1,9,"Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff."
Mortal Kombat: Armageddon,3,9644,3,2007,100000350,9,476,7,1,"In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side."
Mortal Kombat: Unchained,1,9644,5,2006,100000351,18,718,1,4,The best chefs of Korea go head-to-head to create impromptu dishes that feature ingredients found inside the guest stars' very own refrigerators.
MotoGP,3,9652,5,2006,100000352,8,730,1,3,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food."
MotoGP '06,3,9655,2,2006,100000353,1,,1,1,"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico."
MotorStorm,3,9652,4,2006,100000354,7,773,1,5,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.
MotorStorm: Pacific Rift,3,9652,4,2008,100000355,2,,6,9,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style."
Mr. DRILLER: Drill Spirits,1,9645,1,2004,100000356,5,689,1,7,"In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her."
MTX Mototrax,3,9628,5,2006,100000357,6,618,9,6,Writer and stand-up comedian Cheuk Wan-chi cracks wise at the follies of single womanhood and takes on politics in Hong Kong with nuance and flair.
MVP Baseball,6,9637,5,2005,100000358,16,363,1,4,"Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life."
MX vs. ATV Untamed,3,9655,2,2007,100000359,5,,1,6,"The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex."
My Word Coach,8,9656,1,2007,100000360,4,257,1,1,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil."
MySims,5,9637,3,2007,100000361,2,,1,5,"From kung fu battles to run-ins with bandits, life in an empire far away from home is an endless adventure for Chhota Bheem and his buddies."
Myst,2,9644,1,2007,100000362,1,854,7,4,A veterinarian and two writers have a mysterious connection to Korean independence fighters from the Japanese colonial period.
Mystery Case Files: MillionHeir,2,9647,1,2008,100000363,5,,1,1,"Nine dads around America with different family structures, backgrounds and jobs navigate the joys and challenges of fatherhood."
Mystery Dungeon: Shiren the Wanderer,4,9651,1,2006,100000364,17,,9,9,"Armed with tools and engineering smarts, monkey mechanic Chico Bon Bon and his Fix-It Force help the people of Blunderburg solve all of their problems."
N+,1,9631,1,2008,100000365,4,516,6,5,"As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top."
Namco Museum DS,1,9645,1,2007,100000366,9,275,1,7,"Amid crime and corruption, the lives of two couples intertwine as unexpected events soon reveal their dark secrets and tainted pasts."
Namco Museum: Virtual Arcade,3,9645,2,2008,100000367,7,461,1,9,"As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island."
Nanostray,1,9655,1,2005,100000368,11,716,7,7,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.
NASCAR 07,3,9637,5,2006,100000369,8,437,9,9,"Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night."
NASCAR 08,3,9637,2,2007,100000370,9,341,1,1,"Lovable pug Chip starts kindergarten, makes new friends and tries new things – with a little help from Potato, her secret mouse pal."
NASCAR 09,3,9637,2,2008,100000371,10,378,1,2,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward."
NBA 06,6,9652,5,2005,100000372,11,253,1,7,"When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything."
NBA 07,6,9652,4,2006,100000373,5,703,5,9,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports."
NBA 08,6,9652,4,2007,100000374,6,,8,6,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.
NBA 09: The Inside,6,9652,4,2008,100000375,4,,1,8,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.
NBA 2K7,6,9627,4,2006,100000376,17,879,1,7,"On the island of Rocky Perch, security company owner Chuck Adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens."
NBA 2K7 ,6,9627,2,2006,100000377,9,,7,3,"In this history-steeped reality series, 14 contestants undergo the same rigorous four-day selection process as Britain's top-secret World War II spies."
NBA 2K8,6,9627,4,2007,100000378,1,,1,8,"Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape."
NBA 2K8 ,6,9627,2,2007,100000379,14,601,9,10,"Two female friends, each with confidence issues, help each other search for true love and deal with their romantic rivals."
NBA 2K9,6,9627,4,2008,100000380,4,948,1,5,"Dedicated engineering student Iris succumbs to love and marries, but fate holds both tragedies and triumphs for her personal and professional life."
NBA 2K9 ,6,9627,2,2008,100000381,10,,8,7,A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.
NBA Ballers: Chosen One,6,9644,2,2008,100000382,3,,8,9,"When a young man determines to discover his father's true identity, he faces unexpected realizations that shake his sense of self."
NBA Live 06,6,9637,5,2005,100000383,5,263,1,8,"This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning."
NBA LIVE 06 ,6,9637,2,2005,100000384,10,206,4,5,"Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time."
NBA Live 07,6,9637,5,2006,100000385,12,,1,5,Maladjusted high school student Tomoya's life begins to change when he befriends his classmate Nagisa and several other eccentric girls.
NBA LIVE 07 ,6,9637,2,2006,100000386,16,,3,7,This documentary series explores the glamour of Bollywood through the stories of the men and women who have illuminated its screens.
NBA Live 08,6,9637,4,2007,100000387,14,,1,6,Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures.
NBA LIVE 08 ,6,9637,2,2007,100000388,10,288,10,5,"In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans."
NBA Street Homecourt,6,9637,2,2007,100000389,9,402,1,2,Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.
NCAA 07 March Madness,6,9637,2,2007,100000390,1,47,5,5,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences."
NCAA Football 07,6,9637,2,2006,100000391,15,859,1,8,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.
NCAA Football 08,6,9637,2,2007,100000392,3,699,7,6,"Based on a Thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more."
NCAA Football 09,6,9637,2,2008,100000393,13,473,1,10,More confessional tales of love and heartbreak play out in this next installment of the popular Thai TV series based on a real-life call-in radio show.
NCAA March Madness 08,6,9637,4,2007,100000394,10,208,1,8,"The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak."
Need for Speed Underground 2,3,9637,1,2005,100000395,8,,8,3,"A love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women."
Need for Speed Underground: Rivals,3,9637,5,2005,100000396,3,,1,10,"A change in sexual identity complicates young Meen's relationships, while memories of a past romance remain fresh."
Need for Speed: Carbon,3,9637,2,2006,100000397,1,430,1,8,"Two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite."
Need for Speed: Carbon - Own the City,3,9637,5,2006,100000398,17,698,7,9,A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”
Need for Speed: Most Wanted,3,9637,2,2005,100000399,8,,5,1,"Fueled by his own rough upbringing, Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals."
Need for Speed: Most Wanted 5-1-0,3,9637,5,2005,100000400,4,,1,2,"Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the ""Karate Kid"" films."
Need for Speed: ProStreet,3,9637,2,2007,100000401,6,,1,6,"Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords."
Need for Speed: Undercover,3,9637,2,2008,100000402,4,125,1,2,"In 1980s Galicia, Spain, a young fisherman becomes a prosperous cocaine smuggler by providing Latin American suppliers with a European entry point."
Neopets Puzzle Adventure,2,9633,1,2008,100000403,4,636,1,4,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
New International Track & Field,6,9641,1,2008,100000404,17,641,8,3,"What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure."
New Super Mario Bros.,1,9647,1,2006,100000405,9,446,1,9,A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.
NFL Head Coach 09,6,9637,4,2008,100000406,2,625,1,9,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world."
NFL Street 2,6,9637,5,2005,100000407,17,,3,9,Masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.
NFL Street 3,6,9637,5,2006,100000408,4,942,1,9,"Through forensic science and criminal psychology, an elite breed of detectives reexamine long-unsolved crimes to deliver justice and the truth."
NFL Tour,6,9637,2,2008,100000409,14,,10,3,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies."
NHL 07,6,9637,5,2006,100000410,10,,8,9,"Three best friends look for love, laughs and some lifelong memories while attending college together."
NHL 07 ,6,9637,2,2006,100000411,15,,1,1,"When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son."
NHL 08,6,9637,4,2007,100000412,17,,1,2,"Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm."
NHL 08 ,6,9637,2,2007,100000413,12,,1,10,"Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy."
NHL 09,6,9637,4,2008,100000414,8,,9,5,This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.
NHL 09 ,6,9637,2,2008,100000415,11,92,1,3,"Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts."
NHL 2K6 ,6,9627,2,2005,100000416,10,,8,9,"Featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school."
NHL 2K8 ,6,9627,2,2007,100000417,16,147,6,6,"When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his."
NHL 2K9,6,9627,4,2008,100000418,16,283,2,5,Late-night talk show host Conan O'Brien hits the road in this special that brings him and his sense of humor to far-flung destinations.
NHL 2K9 ,6,9627,2,2008,100000419,5,,2,7,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe."
Nicktoons: Attack of the Toybots,1,9655,3,2007,100000420,9,599,1,4,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues."
NiGHTS: Journey of Dreams,1,9651,3,2007,100000421,15,878,2,9,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure."
Ninja Reflex,1,9637,3,2008,100000422,14,204,1,7,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity."
Nintendogs,5,9647,1,2005,100000423,6,,5,1,"Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy."
Nitrobike,3,9656,3,2008,100000424,13,667,1,10,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world."
No More Heroes,3,9656,3,2007,100000425,12,,1,10,"Chefs compete to get the hosts and special guests high on elevated cannabis cuisine with their artful use of leafy herb, THC infusions and CBD sauces."
Open Season,1,9656,1,2006,100000426,4,,1,10,"In the first-ever competitive cannabis cooking show, two chefs prepare mouthwatering marijuana-infused dishes for a panel of very chill celeb judges."
Orcs & Elves,4,9637,1,2007,100000427,11,,4,5,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll."
OutRun 2006: Coast 2 Coast,3,9651,5,2006,100000428,17,,3,3,"Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series."
Over G Fighters,5,9656,2,2006,100000429,10,942,9,9,"In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts."
Over the Hedge,2,9628,1,2006,100000430,4,,7,2,"A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide."
Pac-Man World 3,1,9637,5,2005,100000431,2,,1,5,"In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues."
Pac-Man World Rally,3,9645,5,2006,100000432,13,537,1,5,"In this competition show, daring home chefs tempt the food gods with reinvented classics and fanciful feasts in their quest to win a golden apple."
PaRappa the Rapper,1,9652,5,2006,100000433,3,85,7,7,"Still pining for Josh, the boy who dumped her ages ago, whip-smart lawyer Rebecca jettisons her New York life and moves to California to win him back."
Patapon,7,9652,5,2008,100000434,1,425,1,6,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter."
Perfect Dark Zero,1,9642,2,2005,100000435,7,,1,1,Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.
Peter Jackson's King Kong: The Official Game of...,1,9656,2,2005,100000436,1,330,1,7,"Two brilliant scientists discover the hidden virtual city of Creápolis, where citizens have the power to solve problems by believing and creating."
Phantasy Star Universe,4,9651,2,2006,100000437,7,242,1,10,"A masked figure known as ""The Curious"" collects tales of dark magic, otherworldly encounters and twisted technology in this kids anthology series."
Phoenix Wright: Ace Attorney,5,9633,1,2005,100000438,18,,9,10,Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.
Phoenix Wright: Ace Attorney - Justice for All,5,9633,1,2006,100000439,18,,9,9,"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events."
Phoenix Wright: Ace Attorney - Trials and Tribu�,5,9633,1,2007,100000440,14,378,7,9,"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it. Based on true events."
Picross DS,7,9647,1,2007,100000441,12,457,1,5,"Born into poverty and trapped in a grim job as a cop in the favelas, a wannabe actor forges a bloody path to celebrity and wealth. Based on true events."
Planet Puzzle League,7,9647,1,2007,100000442,11,,1,1,This intense police procedural follows a group of extraordinary FBI profilers who spend their days getting into the minds of psychopathic criminals.
Point Blank DS,1,9631,1,2006,100000443,2,885,1,1,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance."
Pokmon Battle Revolution,7,9647,3,2006,100000444,1,,1,1,"In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all."
Pokmon Dash,3,9647,1,2004,100000445,8,,1,8,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost."
Pokmon Diamond,4,9647,1,2006,100000446,11,,1,3,"Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime."
Pokmon Mystery Dungeon: Blue Rescue Team,4,9647,1,2005,100000447,12,,2,5,"Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family."
Pokmon Mystery Dungeon: Explorers of Darkness,4,9647,1,2007,100000448,17,611,1,5,An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.
Pokmon Mystery Dungeon: Explorers of Time,4,9647,1,2007,100000449,14,,1,5,"After 17 years, a woman returns home with her teenage twins. When she mysteriously vanishes, her children must reckon with a shadowy family legacy."
Pokmon Pearl,4,9647,1,2006,100000450,10,,4,7,"Armed with mysterious powers and a legendary sword, young rebel Nimue joins forces with charming mercenary Arthur on a mission to save her people."
Pokmon Ranger,4,9647,1,2006,100000451,3,,4,3,"When a Black Ghost scientist releases newly modified cyborgs and mysterious demons appear in Tokyo, the worlds of ""Devilman"" and ""Cyborg 009"" meet."
Pokmon Ranger: Shadows of Almia,4,9647,1,2008,100000452,9,198,1,8,"Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity."
Pokmon Trozei!,7,9647,1,2005,100000453,16,,1,5,"After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price."
Pokmon: Platinum Version,2,9647,1,2008,100000454,8,,6,2,"After experiencing a tragic loss, a woman must resist a new family dynamic that could control the future of her father's company and her life."
Polarium,7,9647,1,2004,100000455,15,652,1,1,This beloved sitcom follows the unlikely heroes of the volunteer British Home Guard as they prepare for German invasion in World War II.
Power Stone Collection,1,9633,5,2006,100000456,5,26,3,7,"During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community."
Prey,1,9627,2,2006,100000457,12,,10,7,"True and her friends are making music – and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet."
Prince of Persia,1,9656,2,2008,100000458,14,584,1,8,Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
Prince of Persia: Revelations,1,9656,5,2005,100000459,2,,5,10,"A group of aspiring young musicians yearn for stardom while navigating the ups and downs of friendship, romance, and life at school."
Prism: Light the Way,7,9640,1,2007,100000460,3,484,1,8,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
Pro Evolution Soccer 2008,6,9641,2,2007,100000461,2,944,3,2,A law professor is enlisted by Mexico's attorney general to join a special operations unit infiltrating the capital's most notorious drug cartel.
Professor Layton and the Curious Village,2,9647,1,2007,100000462,17,600,1,6,The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.
Project Sylpheed: Arc of Deception,1,9642,2,2006,100000463,18,780,1,4,"Follow the adventures of superspy Danger Mouse and his bumbling sidekick, Penfold, as they jet around the world foiling their enemies' evil plots."
Pure,3,9636,2,2008,100000464,3,,1,4,"Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth."
Pursuit Force,3,9652,5,2005,100000465,8,570,1,5,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent."
Pursuit Force: Extreme Justice,3,9652,5,2007,100000466,17,,1,10,"Relationships topple and loyalties flip when an icy new cheerleading coach takes over the high school squad ruled by Beth and her devoted BFF, Addy."
Puyo Pop Fever,7,9651,1,2004,100000467,16,,1,8,A missing child sets four families on a frantic hunt for answers as they unearth a mind-bending mystery that spans three generations.
Quake 4,1,9628,2,2005,100000468,3,,1,1,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her."
Rampage: Total Destruction,1,9644,3,2006,100000469,4,253,1,9,"After waking up aboard a derelict spaceship with no memories, the crew of the Raza investigates the mystery of their identities and destination."
Ratatouille,1,9655,3,2007,100000470,15,,1,7,"From a nuclear lake to a haunted forest, journalist David Farrier visits unusual – and often macabre – tourism spots around the world."
Ratchet & Clank Future: Tools of Destruction,1,9652,4,2007,100000471,14,,9,4,"In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences."
Ratchet & Clank: Size Matters,1,9652,5,2007,100000472,5,52,1,5,Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City.
Rayman Raving Rabbids,1,9656,3,2006,100000473,4,,3,6,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date."
Rayman Raving Rabbids 2,1,9656,3,2007,100000474,1,488,1,10,"In this reality show, six singles meet five different blind dates at trendy urban hot spots in Brazil. Who will they choose for a second outing?"
Rayman Raving Rabbids TV Party,3,9656,3,2008,100000475,8,,1,3,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.
Red Steel,1,9656,3,2006,100000476,5,31,1,1,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials."
Rengoku: The Tower of Purgatory,4,9641,5,2005,100000477,15,,1,7,"Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love."
Resident Evil 4,1,9633,3,2007,100000478,9,,1,2,"Following life-changing traumas, two girls from different backgrounds fight to discover the identities of their biological parents."
Resident Evil: Deadly Silence,1,9633,1,2006,100000479,14,,3,10,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures."
Resident Evil: The Umbrella Chronicles,1,9633,3,2007,100000480,15,,1,10,"This nighttime soap about a group of close-knit teens frankly depicts the issues of adolescence that obsess young adults, including sex, sex and sex."
Resistance 2,1,9652,4,2008,100000481,5,185,1,6,A detective assists with an investigation into a brutal mass murder case in which his twin brother is the prime suspect.
Resistance: Fall of Man,1,9652,4,2006,100000482,18,,8,8,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs."
Retro Atari Classics,3,9631,1,2005,100000483,12,,1,2,A model student resorts to violence after witnessing greed and corruption wreak havoc on his life.
Retro Game Challenge,4,9645,1,2007,100000484,5,,1,6,"As Metropolis High students, super teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, and Green Lantern fight crime, classwork and crushes."
Rhythm Heaven,1,9647,1,2008,100000485,1,,1,1,"A mysterious ""time master"" from the future unites an unlikely group of superheroes and villains to save the world from a powerful evil."
Ridge Racer,3,9645,5,2004,100000486,6,,1,6,"While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound."
Ridge Racer 6,3,9637,2,2005,100000487,14,885,1,4,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.
Ridge Racer 7,3,9645,4,2006,100000488,4,707,1,8,"Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company."
Ridge Racer DS,3,9645,1,2004,100000489,15,,1,6,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University."
Rockstar Games presents Table Tennis,6,9650,2,2006,100000490,13,844,1,7,Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.
Rumble Roses XX,6,9641,2,2006,100000491,15,122,1,6,"Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks."
Saints Row,3,9655,2,2006,100000492,17,250,6,6,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians."
Saints Row 2,3,9655,2,2008,100000493,3,276,1,9,"Former FBI agent Joe Pistone, the real-life ""Donnie Brasco,"" hosts this series that reveals the true stories of undercover crime-fighting operations."
Samba de Amigo,1,9651,3,2008,100000494,8,262,1,1,"Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier."
Scooby-Doo! Unmasked,1,9655,1,2005,100000495,3,,7,7,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life."
Secret Agent Clank,1,9652,5,2008,100000496,18,,10,7,"As Delhi reels in the aftermath of a gang rape, DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case."
SEGA Bass Fishing,6,9651,3,2008,100000497,7,,1,8,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.
Sega Casino,5,9651,1,2005,100000498,2,224,1,9,"To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death."
SEGA Genesis Collection,4,9651,5,2006,100000499,10,,1,2,"Fearless Dennis, his loyal dog Gnasher and best friends Rubi, JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown."
SEGA Rally Revo,3,9651,2,2007,100000500,2,,1,7,Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.
Sega Superstars Tennis,6,9651,2,2008,100000501,2,137,1,9,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager."
Shadowrun,1,9642,2,2007,100000502,13,,1,9,America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.
Shaun White Snowboarding,6,9656,2,2008,100000503,10,43,1,3,"When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos."
Shaun White Snowboarding: Road Trip,6,9656,3,2008,100000504,15,,1,7,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.
Shrek SuperSlam,1,9628,1,2005,100000505,1,722,1,8,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo."
Shrek the Third,1,9628,2,2007,100000506,10,703,9,5,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy."
